rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_preprocess__categorical__encode__min_frequency,param_rgr__alpha,param_rgr__l1_ratio,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score
30,0.03870539665222168,0.001505561654811773,0.013402509689331054,0.0004890708248440059,5,0.08999999999999998,0.1,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__alpha': np.float64(0.08999999999999998), 'rgr__l1_ratio': np.float64(0.1)}",-25195.64408922728,-37092.186828859056,-33168.605238923614,-41595.93797576027,-42586.921814709014,-35927.85918949585,6334.34786458366
31,0.045004653930664065,0.002916840668833403,0.014101362228393555,0.0004891394220799353,,0.03,0.2,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__alpha': np.float64(0.03), 'rgr__l1_ratio': np.float64(0.2)}",-25593.110144097744,-36800.66359591742,-36671.90748363672,-39331.73053149254,-41244.79007205978,-35928.44036544084,5440.193482979093
32,0.040004920959472653,0.001380062951765234,0.01380000114440918,0.00040071326574184023,3,0.08999999999999998,0.4,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__alpha': np.float64(0.08999999999999998), 'rgr__l1_ratio': np.float64(0.4)}",-25896.734442675523,-37098.19282433026,-34361.76426270047,-40213.66115069802,-42236.456271126604,-35961.361790306175,5702.748132094373
33,0.047320318222045896,0.003032903870996981,0.016002655029296875,0.0018981721909836049,,0.06999999999999999,0.7000000000000001,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__alpha': np.float64(0.06999999999999999), 'rgr__l1_ratio': np.float64(0.7000000000000001)}",-25653.684393615506,-37051.04882754035,-36784.98668720859,-39354.71198812626,-41050.46133081175,-35978.97864546049,5394.927192362348
34,0.047507429122924806,0.004175440852712302,0.014843606948852539,0.0011389144334336184,,0.03,0.30000000000000004,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__alpha': np.float64(0.03), 'rgr__l1_ratio': np.float64(0.30000000000000004)}",-25759.678092894457,-37041.76492241371,-36853.03393632512,-39361.14232061099,-41104.589691089495,-36024.04179266676,5367.091528678189
35,0.04120259284973145,0.001632782051153873,0.013823652267456054,0.0015893524376998514,,0.08999999999999998,0.8,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__alpha': np.float64(0.08999999999999998), 'rgr__l1_ratio': np.float64(0.8)}",-25800.57311847718,-37332.81740461549,-36794.5267698636,-39393.055843836395,-40829.9113200404,-36030.17689136662,5315.492485717389
36,0.038305044174194336,0.00039772555460160897,0.013202524185180664,0.0003982378145033226,4,0.06999999999999999,0.2,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__alpha': np.float64(0.06999999999999999), 'rgr__l1_ratio': np.float64(0.2)}",-25556.355113812562,-37521.107906497164,-34080.78118270279,-40309.93763252096,-42721.84438485833,-36038.00524407836,5980.2745919940735
37,0.0410003662109375,0.0011395368069714274,0.013698863983154296,0.000401797753865687,,0.049999999999999996,0.6,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__alpha': np.float64(0.049999999999999996), 'rgr__l1_ratio': np.float64(0.6)}",-25770.992498389962,-37137.55520393161,-36900.13306247748,-39372.26729060756,-41026.85989835401,-36041.56159075213,5354.805993273771
38,0.04125247001647949,0.003275351863533828,0.013399600982666016,0.0004896880351171901,2,0.08999999999999998,0.2,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__alpha': np.float64(0.08999999999999998), 'rgr__l1_ratio': np.float64(0.2)}",-26000.95749872609,-36078.65820187035,-34890.01189620704,-40722.65669349674,-42536.11125211872,-36045.67910848379,5765.985003197779
39,0.03800144195556641,0.0005493385423067823,0.013002157211303711,2.6463388300917832e-06,4,0.08999999999999998,0.4,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__alpha': np.float64(0.08999999999999998), 'rgr__l1_ratio': np.float64(0.4)}",-25580.23416814503,-37608.13992824791,-34206.0284885871,-40310.045400996794,-42730.515442275806,-36086.99268565052,5970.166809124546
40,0.03920125961303711,0.0008101144765301898,0.013102340698242187,0.0009138092345757173,3,0.06999999999999999,0.30000000000000004,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__alpha': np.float64(0.06999999999999999), 'rgr__l1_ratio': np.float64(0.30000000000000004)}",-25956.321522785634,-37319.48909462418,-34746.3397816192,-40129.581217032886,-42283.547200366665,-36087.05576328571,5668.980608281211
41,0.04700446128845215,0.0023478347118924643,0.015502166748046876,0.001845316322070707,,0.03,0.4,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__alpha': np.float64(0.03), 'rgr__l1_ratio': np.float64(0.4)}",-25991.915499441235,-37334.50280435937,-36996.7454180303,-39426.14182406981,-40933.58782794812,-36136.57867476977,5271.0838072685
42,0.03950114250183105,0.001264595764034493,0.013005208969116212,0.0005494311207955554,5,0.08999999999999998,0.2,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__alpha': np.float64(0.08999999999999998), 'rgr__l1_ratio': np.float64(0.2)}",-25242.686064983925,-37352.814658672876,-33830.02875172773,-41505.89351033214,-42756.324637621794,-36137.54952466769,6294.868901143388
43,0.046072864532470705,0.005540381579803803,0.01570296287536621,0.0028889800425744823,3,0.08999999999999998,0.5,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__alpha': np.float64(0.08999999999999998), 'rgr__l1_ratio': np.float64(0.5)}",-26013.12491852615,-37513.145701703106,-35026.4229075206,-40106.944633356194,-42301.3864356017,-36192.204919341544,5645.615781111736
44,0.03810229301452637,0.0006644252897830574,0.012805318832397461,0.0006779382487335938,3,0.049999999999999996,0.1,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__alpha': np.float64(0.049999999999999996), 'rgr__l1_ratio': np.float64(0.1)}",-26013.77718505503,-37525.01681016245,-35090.8440465358,-40061.37638984135,-42326.921846465106,-36203.58725561194,5642.594550501127
45,0.03950700759887695,0.0018517171940236811,0.013904666900634766,0.0013595539177510064,4,0.06999999999999999,0.30000000000000004,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__alpha': np.float64(0.06999999999999999), 'rgr__l1_ratio': np.float64(0.30000000000000004)}",-25655.645415524345,-37837.89265154958,-34582.5086158853,-40219.15108994351,-42834.559368541115,-36225.95142828877,5943.903943271254
46,0.043541574478149415,0.0030136062774442592,0.01510310173034668,0.0024607860527912904,,0.06999999999999999,0.8,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__alpha': np.float64(0.06999999999999999), 'rgr__l1_ratio': np.float64(0.8)}",-26298.440526367547,-37835.07218781963,-36978.28395139838,-39537.10889091391,-40490.69729719548,-36227.920570738985,5115.907509580122
47,0.04230232238769531,0.002199749214569215,0.013201189041137696,0.00040331148993288913,,0.049999999999999996,0.7000000000000001,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__alpha': np.float64(0.049999999999999996), 'rgr__l1_ratio': np.float64(0.7000000000000001)}",-26246.992619674667,-37699.08733926674,-37063.21738251025,-39521.23279549914,-40638.61095179398,-36233.82821774896,5153.26878271903
48,0.03862509727478027,0.000988357720430184,0.013599729537963868,0.0008007196682427556,2,0.08999999999999998,0.30000000000000004,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__alpha': np.float64(0.08999999999999998), 'rgr__l1_ratio': np.float64(0.30000000000000004)}",-26082.212359347264,-36298.549196857704,-35688.03348279215,-40626.35257454582,-42659.64246422633,-36270.95801555385,5726.008227033142
49,0.042765569686889646,0.0016241069016425154,0.014401626586914063,0.0004877826307324024,,0.03,0.5,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__alpha': np.float64(0.03), 'rgr__l1_ratio': np.float64(0.5)}",-26330.419142331346,-37708.006032898484,-37091.20500902795,-39546.03117361627,-40705.97259282775,-36276.32679014036,5137.071920794866
50,0.04070892333984375,0.0011624979870912208,0.013699913024902343,0.0008728009498809699,2,0.06999999999999999,0.1,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__alpha': np.float64(0.06999999999999999), 'rgr__l1_ratio': np.float64(0.1)}",-26079.83548975851,-36286.395028723164,-35759.15339232147,-40611.969358577495,-42676.007311949565,-36282.67211626604,5726.945267387363
51,0.03840517997741699,0.0013935066463829035,0.012901830673217773,0.00019827330549057314,3,0.06999999999999999,0.4,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__alpha': np.float64(0.06999999999999999), 'rgr__l1_ratio': np.float64(0.4)}",-26063.80378063996,-37684.64676534032,-35291.75136916454,-40051.947001682754,-42330.64824064823,-36284.55943149516,5624.20052021051
52,0.039304924011230466,0.0007481988989011841,0.013802146911621094,0.0023800508863773173,4,0.08999999999999998,0.5,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__alpha': np.float64(0.08999999999999998), 'rgr__l1_ratio': np.float64(0.5)}",-25720.1255737531,-38048.67587435543,-34851.277463897015,-40178.01125375777,-42891.998834073325,-36338.01779996733,5925.818092423068
53,0.04310641288757324,0.0027124856307748834,0.014201641082763672,0.0014681580313349954,4,0.049999999999999996,0.1,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__alpha': np.float64(0.049999999999999996), 'rgr__l1_ratio': np.float64(0.1)}",-25727.387964796995,-38047.22393911377,-34877.2296359402,-40153.39612590183,-42932.74349578559,-36347.59623230768,5927.694547233862
54,0.03955178260803223,0.0013985398388430502,0.01420145034790039,0.0016039850950113296,3,0.049999999999999996,0.2,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__alpha': np.float64(0.049999999999999996), 'rgr__l1_ratio': np.float64(0.2)}",-26103.563690386753,-37811.91863687806,-35477.70163646429,-40010.44380666066,-42358.68436395213,-36352.46242686838,5610.537833620446
55,0.04440560340881348,0.004400035105968557,0.01690192222595215,0.0036967225455212093,5,0.08999999999999998,0.30000000000000004,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__alpha': np.float64(0.08999999999999998), 'rgr__l1_ratio': np.float64(0.30000000000000004)}",-25308.47170409881,-37667.03073006307,-34549.29105454436,-41419.84431514109,-42941.62000422451,-36377.251561614365,6261.653650293509
56,0.03960208892822266,0.0013563191567123737,0.012999153137207032,0.0005476979206287298,5,0.06999999999999999,0.1,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__alpha': np.float64(0.06999999999999999), 'rgr__l1_ratio': np.float64(0.1)}",-25307.645641347448,-37665.07529731004,-34575.83962726006,-41393.580064143294,-42964.452553371695,-36381.318636686505,6260.901468751259
57,0.04070324897766113,0.0018617972925363767,0.014201116561889649,0.0026369603645355144,4,0.06999999999999999,0.4,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__alpha': np.float64(0.06999999999999999), 'rgr__l1_ratio': np.float64(0.4)}",-25784.54715109939,-38222.108165418256,-35062.964228531855,-40130.15015047172,-42974.35735691842,-36434.82541048793,5914.823966329933
58,0.044578170776367186,0.0028395548459172926,0.014821434020996093,0.0022907584064557522,3,0.08999999999999998,0.6,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__alpha': np.float64(0.08999999999999998), 'rgr__l1_ratio': np.float64(0.6)}",-26168.25753786657,-38061.420173261424,-35737.75947332302,-39999.11190001649,-42353.900714791846,-36464.08995985187,5590.5176127866325
59,0.050007057189941403,0.004483559735686727,0.014900827407836914,0.0014280705735244125,,0.03,0.6,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__alpha': np.float64(0.03), 'rgr__l1_ratio': np.float64(0.6)}",-26850.706803174155,-38211.047029846915,-37125.01268565445,-39754.3052819005,-40414.317881471216,-36471.07793640945,4946.420663673594
60,0.04120488166809082,0.001504193857061469,0.014274120330810547,0.0010977737454758128,,0.08999999999999998,0.9,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__alpha': np.float64(0.08999999999999998), 'rgr__l1_ratio': np.float64(0.9)}",-27304.054636050365,-38829.119578092745,-36731.98622777776,-39868.16606586982,-39655.24837286733,-36477.7149761316,4718.933747913719
61,0.039205312728881836,0.0009242357399343265,0.013402175903320313,0.0004885666495576325,2,0.06999999999999999,0.2,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__alpha': np.float64(0.06999999999999999), 'rgr__l1_ratio': np.float64(0.2)}",-26158.880711120077,-36487.154486455096,-36439.459165707565,-40539.65702964795,-42774.60800883801,-36479.951880353736,5703.158831611318
62,0.04330544471740723,0.003414527321901426,0.01623053550720215,0.0035831745370475195,3,0.06999999999999999,0.5,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__alpha': np.float64(0.06999999999999999), 'rgr__l1_ratio': np.float64(0.5)}",-26198.79352839682,-38136.36074629711,-35839.91781906252,-39973.505402635084,-42376.611954983106,-36505.03789027493,5582.614453786072
63,0.04170413017272949,0.0034746910799708266,0.013200998306274414,0.00039852653605848597,4,0.049999999999999996,0.2,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__alpha': np.float64(0.049999999999999996), 'rgr__l1_ratio': np.float64(0.2)}",-25832.142592264954,-38347.14610404766,-35226.65054574724,-40103.56320222294,-43030.77986432402,-36508.05646172136,5907.164769835182
64,0.040003728866577146,0.001759811248231137,0.014101362228393555,0.0014955724277065806,3,0.049999999999999996,0.30000000000000004,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__alpha': np.float64(0.049999999999999996), 'rgr__l1_ratio': np.float64(0.30000000000000004)}",-26209.258161251124,-38145.93684875147,-35863.036768997415,-39960.693790760655,-42395.03313400598,-36514.791740753324,5581.05583283251
65,0.039403343200683595,0.0015931041794929371,0.01403822898864746,0.0013215024655149677,2,0.08999999999999998,0.4,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__alpha': np.float64(0.08999999999999998), 'rgr__l1_ratio': np.float64(0.4)}",-26184.47189980551,-36561.31552995987,-36568.22232556953,-40533.46370878474,-42785.934907989664,-36526.68167442187,5695.555837047676
66,0.0467984676361084,0.006604701332596011,0.014203357696533202,0.00040124087088262765,,0.049999999999999996,0.8,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__alpha': np.float64(0.049999999999999996), 'rgr__l1_ratio': np.float64(0.8)}",-27237.631455384828,-38637.90876588788,-36973.203571075166,-39895.60281411839,-40004.586826442515,-36549.786686581756,4783.009518947967
67,0.04369850158691406,0.005368222873903694,0.013601541519165039,0.0004885279881414496,5,0.06999999999999999,0.2,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__alpha': np.float64(0.06999999999999999), 'rgr__l1_ratio': np.float64(0.2)}",-25376.563255114943,-37962.76890592603,-35161.50062220557,-41321.470103641426,-43125.28462036888,-36589.51750145137,6241.20215695395
68,0.04050736427307129,0.0013053332454806897,0.013600587844848633,0.0008006731312557735,4,0.08999999999999998,0.6,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__alpha': np.float64(0.08999999999999998), 'rgr__l1_ratio': np.float64(0.6)}",-25913.083192801325,-38622.543244789624,-35449.91847895149,-40082.545500107015,-43090.57032916321,-36631.73214916254,5897.018759301414
69,0.04274206161499024,0.002584360741113449,0.014702081680297852,0.0017213480290866163,5,0.08999999999999998,0.4,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__alpha': np.float64(0.08999999999999998), 'rgr__l1_ratio': np.float64(0.4)}",-25399.33838312476,-38057.29866693591,-35294.76625617248,-41333.57357002868,-43145.72415346032,-36646.14020594443,6237.383330042598
70,0.04041533470153809,0.0021397572296491074,0.013199043273925782,0.0005066301434722385,4,0.06999999999999999,0.5,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__alpha': np.float64(0.06999999999999999), 'rgr__l1_ratio': np.float64(0.5)}",-25948.10967126806,-38698.36302141838,-35535.355415923084,-40063.07401562265,-43118.11474654241,-36672.60337415492,5889.850732785585
71,0.039501619338989255,0.0016746246554509023,0.01340498924255371,0.00037663310072424115,4,0.049999999999999996,0.30000000000000004,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__alpha': np.float64(0.049999999999999996), 'rgr__l1_ratio': np.float64(0.30000000000000004)}",-25957.19516358971,-38698.696000136624,-35556.7857460548,-40061.290539552036,-43134.73403491728,-36681.74029685009,5889.176332768364
72,0.042043209075927734,0.002515575047573792,0.0134002685546875,0.0004910892948724936,3,0.049999999999999996,0.4,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__alpha': np.float64(0.049999999999999996), 'rgr__l1_ratio': np.float64(0.4)}",-26341.273962564585,-38545.1036285459,-36218.36285034845,-39932.120499220386,-42435.05016866191,-36694.38222186825,5554.76070454946
73,0.046831941604614256,0.003865808971959345,0.013701963424682616,0.0008702774608506935,2,0.06999999999999999,0.30000000000000004,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__alpha': np.float64(0.06999999999999999), 'rgr__l1_ratio': np.float64(0.30000000000000004)}",-26253.983671191185,-36717.807859564826,-37170.184753529014,-40471.56583634287,-42882.89841189628,-36699.288106504835,5688.472326728685
74,0.045806169509887695,0.0009300478539041167,0.01410226821899414,0.0006629641667855533,,0.03,0.7000000000000001,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__alpha': np.float64(0.03), 'rgr__l1_ratio': np.float64(0.7000000000000001)}",-27721.629695022006,-38960.169025978044,-36947.481631311384,-40084.3012726443,-39983.65876604772,-36739.4480782007,4647.770944412665
75,0.04057068824768066,0.003020718729250429,0.013200902938842773,0.00039940256100611546,3,0.06999999999999999,0.6,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__alpha': np.float64(0.06999999999999999), 'rgr__l1_ratio': np.float64(0.6)}",-26384.61266404821,-38720.08784166514,-36323.8609830863,-39925.89190929345,-42427.72174660286,-36756.435028939195,5546.651274296918
76,0.039510345458984374,0.0011949124237704643,0.014800167083740235,0.0026384640400274814,3,0.08999999999999998,0.7000000000000001,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__alpha': np.float64(0.08999999999999998), 'rgr__l1_ratio': np.float64(0.7000000000000001)}",-26395.212846995484,-38811.239346940856,-36335.4824205512,-39933.74597312353,-42419.458905679676,-36779.02789865815,5548.277914148587
77,0.04823360443115234,0.0045234574467639555,0.014502000808715821,0.0017886203335129298,,0.06999999999999999,0.9,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__alpha': np.float64(0.06999999999999999), 'rgr__l1_ratio': np.float64(0.9)}",-28318.61954499197,-39580.65112555867,-36490.34833532269,-40256.46107929654,-39282.570485418866,-36785.730114117745,4424.273511383526
78,0.04979710578918457,0.0015048642677480007,0.014100599288940429,0.0018586290200877623,,0.01,0.1,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__alpha': np.float64(0.01), 'rgr__l1_ratio': np.float64(0.1)}",-27884.438218717856,-39016.04104544221,-36854.17394718241,-40116.11718203761,-40164.09717168828,-36806.97351301367,4619.838837094735
79,0.040804576873779294,0.002621433084933562,0.01346902847290039,0.0004508743677707787,2,0.08999999999999998,0.5,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__alpha': np.float64(0.08999999999999998), 'rgr__l1_ratio': np.float64(0.5)}",-26316.75489698867,-36876.49385225035,-37538.210895895536,-40448.10281382373,-42932.54483836524,-36822.421459464706,5680.906287761279
80,0.04210333824157715,0.002747996579431162,0.013400077819824219,0.0010188060474924123,5,0.06999999999999999,0.30000000000000004,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__alpha': np.float64(0.06999999999999999), 'rgr__l1_ratio': np.float64(0.30000000000000004)}",-25467.494415942092,-38316.46786377565,-35789.70971965816,-41246.578579254645,-43314.41630771849,-36826.93337726981,6228.19553165795
81,0.040202760696411134,0.0006764050742563379,0.013297080993652344,0.0003986152730305327,3,0.03,0.1,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__alpha': np.float64(0.03), 'rgr__l1_ratio': np.float64(0.1)}",-26472.503961001294,-38842.2992484004,-36456.186859546615,-39939.63327431752,-42486.72157679005,-36839.468984011175,5534.160794858351
82,0.04180469512939453,0.002501055462515581,0.01423182487487793,0.0009459038021600411,2,0.049999999999999996,0.1,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__alpha': np.float64(0.049999999999999996), 'rgr__l1_ratio': np.float64(0.1)}",-26320.495125325182,-36860.32147385002,-37693.452221140666,-40425.73281302893,-42964.4957618204,-36852.89947903304,5687.791708995124
83,0.03912210464477539,0.0014439965744337938,0.013201093673706055,0.00040097436519945224,4,0.049999999999999996,0.4,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__alpha': np.float64(0.049999999999999996), 'rgr__l1_ratio': np.float64(0.4)}",-26118.415779476305,-39118.126070255465,-35856.604026778616,-40040.576670382325,-43253.61551420913,-36877.46761222037,5873.336872803748
84,0.03920283317565918,0.0007463816231404536,0.013229942321777344,0.000447111151221109,3,0.049999999999999996,0.5,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__alpha': np.float64(0.049999999999999996), 'rgr__l1_ratio': np.float64(0.5)}",-26524.34314619994,-39035.20677375671,-36550.88157123698,-39939.224516249866,-42489.30086339278,-36907.79137416725,5528.329097764481
85,0.046606826782226565,0.006753424858770415,0.01650080680847168,0.002682227162617643,2,0.06999999999999999,0.4,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__alpha': np.float64(0.06999999999999999), 'rgr__l1_ratio': np.float64(0.4)}",-26373.325643094377,-36989.27026505689,-37958.29749207647,-40413.51636842612,-42996.38607330748,-36946.15916839227,5682.233766049677
86,0.051201677322387694,0.003327191406288808,0.014501953125,0.0010968524258143395,,0.01,0.2,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__alpha': np.float64(0.01), 'rgr__l1_ratio': np.float64(0.2)}",-28339.32449842886,-39380.65212806824,-36748.04659309262,-40283.9683171777,-40014.444237446754,-36953.28715484284,4485.503243495251
87,0.04120631217956543,0.0017511453481347606,0.013802099227905273,0.0007503831900840581,4,0.06999999999999999,0.6,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__alpha': np.float64(0.06999999999999999), 'rgr__l1_ratio': np.float64(0.6)}",-26176.111685971176,-39309.268080107344,-35943.921487015774,-40046.04446862646,-43297.33614519506,-36954.53637338316,5874.165027468392
88,0.03990139961242676,0.0015785590421955092,0.014000797271728515,0.0010965010745168568,5,0.08999999999999998,0.5,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__alpha': np.float64(0.08999999999999998), 'rgr__l1_ratio': np.float64(0.5)}",-25529.419447112745,-38549.21292853563,-36127.63832561455,-41222.084154613025,-43420.22311579804,-36969.7155943348,6225.366937752075
89,0.04190254211425781,0.0030728306984447703,0.013279151916503907,0.0014142870532743777,3,0.03,0.2,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__alpha': np.float64(0.03), 'rgr__l1_ratio': np.float64(0.2)}",-26604.210033586223,-39163.21828137481,-36640.97336451725,-39962.57757727287,-42523.63185678561,-36978.92222270735,5516.629694130799
90,0.03929319381713867,0.0005827468561807581,0.013003778457641602,0.0003167502008639492,4,0.08999999999999998,0.7000000000000001,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__alpha': np.float64(0.08999999999999998), 'rgr__l1_ratio': np.float64(0.7000000000000001)}",-26197.833350213892,-39408.801093477574,-35942.4094485685,-40051.21200319001,-43319.11164544294,-36983.873508178585,5879.581467578424
91,0.03980555534362793,0.0018555585604091024,0.013601398468017578,0.0007994076133478985,5,0.049999999999999996,0.1,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__alpha': np.float64(0.049999999999999996), 'rgr__l1_ratio': np.float64(0.1)}",-25535.1932415284,-38556.67584794514,-36202.55060899374,-41174.07338953663,-43453.72657861271,-36984.44393332332,6222.109364075269
92,0.03960838317871094,0.001464251142886156,0.013199901580810547,0.0003998995502455719,4,0.03,0.1,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__alpha': np.float64(0.03), 'rgr__l1_ratio': np.float64(0.1)}",-26260.812563360923,-39413.665980837155,-36036.349788521344,-40055.3149773785,-43347.62983499169,-37022.75462901792,5860.193124185606
93,0.040806007385253903,0.0018003314451881193,0.013408184051513672,0.0005006902103080933,2,0.049999999999999996,0.2,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__alpha': np.float64(0.049999999999999996), 'rgr__l1_ratio': np.float64(0.2)}",-26418.723968379218,-37069.62916235882,-38274.37316462959,-40391.4631691806,-43048.632884528204,-37040.56446981528,5686.335066789132
94,0.04509239196777344,0.005684731252504977,0.015506458282470704,0.0021992113591026105,3,0.06999999999999999,0.7000000000000001,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__alpha': np.float64(0.06999999999999999), 'rgr__l1_ratio': np.float64(0.7000000000000001)}",-26684.51261906955,-39507.35066556399,-36726.38478164804,-39990.79338286219,-42522.862616563645,-37086.380813141484,5516.892256877361
95,0.03929901123046875,0.001603646487649538,0.013947725296020508,0.0007385436412432033,5,0.06999999999999999,0.4,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__alpha': np.float64(0.06999999999999999), 'rgr__l1_ratio': np.float64(0.4)}",-25588.88951665391,-38749.856564376554,-36453.36585952159,-41154.39898038121,-43526.528395074616,-37094.60786320157,6219.0690602946215
96,0.04151782989501953,0.0030018015758175244,0.013103628158569336,0.00020129502023548114,4,0.049999999999999996,0.5,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__alpha': np.float64(0.049999999999999996), 'rgr__l1_ratio': np.float64(0.5)}",-26331.47029213549,-39630.411174684676,-36105.90348752854,-40068.8299598639,-43390.93913020246,-37105.51080888302,5860.753454696123
97,0.05151524543762207,0.00225602030389719,0.014582681655883788,0.001163571536078289,,0.01,0.30000000000000004,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__alpha': np.float64(0.01), 'rgr__l1_ratio': np.float64(0.30000000000000004)}",-28915.13681181271,-39830.05558691003,-36595.56552303997,-40492.21197200379,-39852.13567988853,-37137.02111473101,4330.68454421122
98,0.03931083679199219,0.0007573621350928931,0.01320037841796875,0.00040061670718997397,3,0.03,0.30000000000000004,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__alpha': np.float64(0.03), 'rgr__l1_ratio': np.float64(0.30000000000000004)}",-26768.58549076409,-39533.82980456459,-36801.779385750895,-40013.464738024995,-42570.7527881204,-37137.682441444995,5498.379794639077
99,0.03970317840576172,0.0017175072980344054,0.013502264022827148,0.0006301919029809302,2,0.08999999999999998,0.6,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__alpha': np.float64(0.08999999999999998), 'rgr__l1_ratio': np.float64(0.6)}",-26499.098324498744,-37271.90468688661,-38616.07136507497,-40368.68938754448,-43084.82951311742,-37168.11865542445,5677.789249281136
100,0.03900465965270996,0.0007094662740683124,0.013303136825561524,0.0006013634916347924,4,0.03,0.2,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__alpha': np.float64(0.03), 'rgr__l1_ratio': np.float64(0.2)}",-26409.443447024507,-39748.775223913835,-36164.43453476451,-40089.73051847778,-43431.96090923632,-37168.86892668339,5851.286956265774
101,0.04032955169677734,0.0022145604639167695,0.013200473785400391,0.0007482782719850923,3,0.049999999999999996,0.6,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__alpha': np.float64(0.049999999999999996), 'rgr__l1_ratio': np.float64(0.6)}",-26789.40018061832,-39654.01472154121,-36831.30519243186,-40023.50769731242,-42549.777768876746,-37169.60111215611,5497.752452506718
102,0.038604021072387695,0.0005859353773567872,0.012702035903930663,0.0007475005116483804,5,0.049999999999999996,0.2,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__alpha': np.float64(0.049999999999999996), 'rgr__l1_ratio': np.float64(0.2)}",-25636.073495898272,-38896.5889325002,-36682.43465281895,-41117.26609052701,-43611.869577648795,-37188.84654987864,6218.152574427136
